type,title,duration,director,cast,genre,country,year_range,ratings,description
Movie,Sadece Sen,105,Hakan Yonat,Belçim Bilgin,romantic,Turkey,2010-2015,7.4,"Drilling into the impact crater of the asteroid that wiped out the dinosaurs, a group of scientists unearths new evidence about the catastrophic event."
Movie,Sadie's Last Days on Earth,94,Michael Seater,Morgan Taylor Campbell,fantasy,Canada,2015-2020,5.2,"After decades of amazing discoveries, spacecraft Cassini embarks on its final – and most daring – mission: a dive below Saturn’s rings."
Movie,Sadma,137,Balu Mahendra,Kamal Hassan,romantic,India,1980-1990,8.4,"Scientists investigate Earth’s climate machine, looking for clues across the globe, from Greenland’s ice sheet to the desert of Australia."
TV Show,Sadqay Tumhare,1,Ehtesham Uddin,Mahira Khan,dramas,Pakistan,2010-2015,5.325,"Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms."
Movie,Saeed Mirza: The Leftist Sufi,61,"Kireet Khurana, Padmakumar Narasimhamurthy",Saeed Akhtar Mirza,dramas,India,2015-2020,5.65,"From huge tusks to giant horns, some animals sport weaponry that’s larger than life. Researchers explain the science behind this biological arms race."
Movie,Safety Not Guaranteed,86,Colin Trevorrow,Aubrey Plaza,romantic,United States,2010-2015,7.1,"At a former Nazi execution site in Lithuania, an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners."
Movie,Sahara,86,Pierre Coré,Robert Naylor,kids,France,2015-2020,5.6,Scientists search for evidence left behind by the world’s greatest floods and predict if climate change will cause even greater aquatic disasters.
Movie,Saheb Bibi Golaam,118,Pratim D. Gupta,Anjan Dutt,kids,India,2015-2020,6.1,"Scientists research the world’s deadliest hurricane, trying to understand what this 18th-century storm could tell us about our own future."
Movie,Saheb Biwi Aur Gangster Returns,139,Tigmanshu Dhulia,Irrfan Khan,romantic,India,2010-2015,7.0,Evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history.
Movie,Sairat,173,Nagraj Manjule,Rinku Rajguru,romantic,India,2015-2020,8.3,A master armorer and his team recreate parts of a knight's medieval armor and test its strength while rediscovering centuries-old metalworking secrets.
Movie,Sakaling Maging Tayo,90,JP Habac,McCoy De Leon,romantic,Philippines,2015-2020,7.0,An international team of rescue workers race to save 12 young soccer players and their coach trapped in a flooded cave in Thailand.
Movie,Sakhi,152,Sanjay Soorkar,Ashok Saraf,musical,India,2005-2010,6.574999999999999,"Two adventurous pilots attempt to fly around the world without using any fuel, relying only on the power of the sun."
Movie,Salaakhen,134,A. Salaam,Shashi Kapoor,musical,India,1970-1980,5.4,"Survivors and first responders share personal stories of anguish, kindness and bravery that unfolded amid the Paris terror attacks of Nov. 13, 2015."
Movie,Saladin,194,Youssef Chahine,Ahmad Mazhar,dramas,Egypt,1960-1970,7.125,"Dissatisfied with the police’s progress, a teen and his best friend investigate their classmate's murder, treading down a dark path to the uneasy truth."
Movie,Salem: His Sister's Father,99,Mohamed Hamdy,Mohamed Ragab,documentary,Egypt,2010-2015,3.5,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends recall the magical summer of 1970."
Movie,Sam Jay: 3 In The Morning,64,Kristian Mercado,Sam Jay,standup,United States,2015-2020,5.375,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one."
Movie,Sam Kinison: Family Entertainment Hour,49,Walter C. Miller,Sam Kinison,standup,United States,1990-1995,6.7,"After German reunification, the neo-Nazi National Socialist Underground begins a killing spree while cops fight an uphill battle to catch them."
Movie,Sam Kinison: Live in Vegas,71,Walter C. Miller,Sam Kinison,standup,United States,1990-1995,6.075,"This documentary series lifts the mask on Mexican wrestling, diving into the daily lives of its stars, examining the sport’s cultural impact and more."
Movie,Samantaral,110,Partha Chakraborty,Riddhi Sen,documentary,India,2015-2020,7.6,"Guided by survivors' testimonies, this documentary explores the history and meaning of the numbers tattooed on the bodies of Auschwitz prisoners."
Movie,Samarppanam,116,K. Gopinathan,Virginia Rodriguez,commedies,India,2015-2020,6.0,"By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan."
Movie,Same Kind of Different as Me,119,Michael Carney,Greg Kinnear,nature,United States,2015-2020,6.6,A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show.
Movie,Sameer Abu Alneel,107,Amr Arafa,Ahmed Mekky,nature,Egypt,2010-2015,4.3,"Top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal."
Movie,Sample This,83,Dan Forrer,Gene Simmons,musical,United States,2010-2015,6.4,A self-diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley.
Movie,Samson,109,"Bruce MacDonald, Gabriel Sabloff",Taylor James,dramas,South Africa,2015-2020,6.5,The second half of Lars von Trier's epic follows Joe as her reignited sex addiction destroys her family and thrusts her toward a surprising new trade.
Movie,Sanai Choughade,122,Rajeev Patil,Shreyas Talpade,dramas,India,2005-2010,6.275,This film details the rise of British rock group Oasis and the creativity and chaos that brothers Noel and Liam Gallagher brought to the iconic band.
Movie,Sand Castle,113,Fernando Coimbra,Nicholas Hoult,dramas,United States,2015-2020,6.3,"After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant."
Movie,Sand Storm,88,Elite Zexer,Lamis Ammar,dramas,Israel,2015-2020,6.8,This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.
Movie,Sandy Wexler,131,Steven Brill,Adam Sandler,commedies,United States,2015-2020,5.1,"When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders."
Movie,Sangam,228,Raj Kapoor,Raj Kapoor,dramas,India,1960-1970,7.6,"In the near future, Russia initiates a ""silk glove"" invasion of Norway to restart oil production, but soon uncertainty, chaos and danger erupt."
Movie,Sanju,159,Rajkumar Hirani,Ranbir Kapoor,dramas,India,2015-2020,7.8,"Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies."
Movie,Santa Banta Pvt Ltd,111,Akashdeep,Boman Irani,documentary,India,2015-2020,3.2,This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.
Movie,Santa Claws,86,Glenn Miller,Nicola Lambo,commedies,United States,2010-2015,3.2,An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.
Movie,Santa Girl,91,Blayne Weaver,Barry Bostwick,commedies,United States,2015-2020,5.0,"The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets."
Movie,Santa's Apprentice,72,Luc Vinciguerra,Julie Gayet,kids,Australia,2005-2010,6.3500000000000005,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea."
Movie,Santana,107,"Chris Roland, Maradona Dias Dos Santos",Paulo Americano,kids,South Africa,2015-2020,5.5,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home."
Movie,Sara's Notebook,117,Norberto López Amado,Belén Rueda,thrillers,Spain,2015-2020,5.9,"Seven furry, colorful friends who live in the small town of Oddsville like to play, have adventures and get into all sorts of creative mischief."
Movie,Sarah Cooper: Everything's Fine,50,Natasha Lyonne,Sarah Cooper,commedies,United States,2015-2020,6.3999999999999995,"Dressed up as detective Sherlock Holmes, Slick must crack the case when a magician turns Jeff's spooky-costume party guests into their scary alter egos."
Movie,Sarah Silverman A Speck of Dust,71,Liam Lynch,Sarah Silverman,standup,United States,2015-2020,6.8,"In this ""Oddbods"" special, Bubbles's latest invention, the Naughty-or-Nice Machine, zaps Santa Claus, jeopardizing the whole Christmas holiday season."
Movie,Sarah's Key,102,Gilles Paquet-Brenner,Aidan Quinn,standup,France,2005-2010,7.5,"While trying to buy his wife a set-top box, a struggling writer and his pal get entangled in the domino effect of a spectacularly botched drug deal."
Movie,Sarajevo,98,Andreas Prochaska,Florian Teichtmeister,standup,Austria,2010-2015,6.7,"Photographer, writer and director Sam Jones sets his famous guests at ease with his freewheeling, insightful celebrity interviews without agendas."
Movie,Sardaar ji,140,Rohit Jugraj,Diljit Dosanjh,musical,Canada,2010-2015,6.4,"Fed up with the uselessness of their degrees and swayed by a TV commercial, two Spaniards head to Berlin for work but find it not quite as advertised."
Movie,Sardaarji 2,145,Rohit Jugraj,Jaswinder Bhalla,commedies,Australia,2015-2020,5.3,"Amaia investigates several suspicious infant deaths and horrific rituals. Meanwhile, people around her risk grave danger. Part 3 in the Baztan Trilogy."
Movie,Sarivar Sari,126,Gajendra Ahire,Madhura Velankar,commedies,India,2000-2005,5.75,"A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live."
Movie,Sarkar,162,A.R. Murugadoss,Vijay,dramas,India,2015-2020,6.8,Fallen Los Angeles police officer Terrence Downe finds new life as a secret weapon: a scientifically altered super-cop with unlimited lives.
Movie,Sarvam Thaala Mayam (Telugu Version),131,Rajiv Menon,G.V. Prakash Kumar,musical,India,2015-2020,6.2749999999999995,"A Melbourne obstetrician in her thirties struggles with the increasingly chaotic family, romantic and professional aspects of her life in this drama."
Movie,Sarvopari Palakkaran,133,Venugopan,Anoop Menon,musical,India,2015-2020,5.0,"Wimpy blue cat Oggy would like nothing more than to snooze, but he's constantly bothered by the three ugly cockroaches who have invaded his home."
Movie,Sat Shri Akaal England,127,Vikram Pradhan,Ammy Virk,dramas,India,2015-2020,5.3,A penniless actor new to Mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing India's president with a twin.
Movie,Sat Sri Akal,141,Kamal Sahani,Kimi Verma,nature,India,2005-2010,5.8,"Possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star."
Movie,Satan & Adam,78,V. Scott Balcerek,Sterling Magee,musical,United States,2015-2020,7.4,"The spirited trio are back to take on a new ghost-busting adventure at a mens' residence, where spooky secrets lurk around every corner."
Movie,Satrangi Re,150,Aditya Sarpotdar,Amruta Khanvilkar,musical,India,2010-2015,6.550000000000001,"Ghosts wreak havoc at the old school, and a student communicates with the spirit while the team reckons with a power struggle."
Movie,Satria Heroes: Revenge of the Darkness,92,"Kenzo Maihara, Amandha Wyanto",Christian Loho,kids,Indonesia,2015-2020,5.35,Mumbai shopkeeper Kanji Bhai files a lawsuit against God when an earthquake destroys his store and his insurance policy won't cover the damage.
Movie,Satte Pe Satta,153,Raj N. Sippy,Amitabh Bachchan,dramas,India,1980-1990,7.2,Nate and his Super Wicked Extreme Emergency Team –  S.W.E.E.T. – take on alien invaders who have captured all the world's grownups.
Movie,Saturday Church,83,Damon Cardasis,Luka Kain,dramas,United States,2015-2020,6.7,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show."
Movie,Satyagraha,146,Prakash Jha,Kareena Kapoor,musical,India,2010-2015,5.9,Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.
Movie,Savage Dog,95,Jesse V. Johnson,Scott Adkins,documentary,United States,2015-2020,4.9,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
Movie,Savage Raghda,93,Mahmoud Karim,Ramez Galal,romantic,Egypt,2015-2020,5.2,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
Movie,Saverio Raimondo: Il Satiro Parlante,53,Francesco Imperato,Saverio Raimondo,standup,Italy,2015-2020,6.0,An unapologetic lothario sets out to seduce three ex-flames – but gets an unexpected education in love along the way.
Movie,Saving Capitalism,73,Jacob Kornbluth,Robert Reich,documentary,United States,2015-2020,6.8,"A gentle giant and the girl who raised her are caught in the crossfire between animal activism, corporate greed and scientific ethics."
Movie,Saving Mr. Banks,126,John Lee Hancock,Emma Thompson,dramas,United States,2010-2015,7.5,"After losing her parents, a young girl learns about grief and healing from a friendly ghost who lives in her grandmother's traditional Japanese inn."
Movie,Saving Zoë,95,Jeffrey G. Hunt,Laura Marano,dramas,United States,2015-2020,5.3,Domestic terrorist Timothy McVeigh's bomb attack on an Oklahoma City federal building in 1995 is chronicled in this examination of the shocking event.
Movie,Savita Damodar Paranjpe,119,Swapna Waghmare Joshi,Subodh Bhave,dramas,India,2015-2020,5.9,"In 1900 Munich, ambitious brewer Curt Prank uses brutal tactics on his quest to build a beer hall that will dominate the city's lucrative Oktoberfest."
Movie,Say When,99,Lynn Shelton,Keira Knightley,dramas,United States,2010-2015,6.4,"Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs."
Movie,Scales: Mermaids Are Real,93,Kevan Peterson,Emmy Perry,kids,United States,2015-2020,4.5,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures."
Movie,Scandal in Sorrento,93,Dino Risi,Vittorio De Sica,commedies,Italy,1950-1960,6.15,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze."
Movie,Scarecrow,121,Khaled Marei,Ahmed Helmy,commedies,Egypt,2015-2020,7.025,"In this second sequel of the trilogy, marital strife brews as Omar pursues a music career despite Salma’s wishes that he opt for a more stable job."
Movie,Scary Movie,88,Keenen Ivory Wayans,Anna Faris,horror,United States,1995-2000,5.1,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder."
Movie,Scary Movie 5,88,Malcolm D. Lee,Simon Rex,horror,United States,2010-2015,4.0,Two shy and socially awkward co-workers in Budapest form a special bond through a mysterious mystic connection that manifests in a dream.
Movie,Schindler's List,195,Steven Spielberg,Liam Neeson,dramas,United States,1990-1995,8.9,"These uncanny tales reveal a world where individuals face the tragic consequences of social pressure, parental oppression and family dysfunction."
Movie,School Daze,120,Spike Lee,Laurence Fishburne,dramas,United States,1980-1990,6.0,"Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events."
Movie,School Life,112,"Grand Corps Malade, Mehdi Idir",Zita Hanrot,dramas,France,2015-2020,6.4,A group of reality stars transitions into their newly achieved fame while dealing with the demands of an obnoxious TV executive and their regular lives.
Movie,Schubert In Love,94,Lars Büchel,Olaf Schubert,dramas,Germany,2015-2020,5.1,"Two rebellious, hot-headed teenage brothers get caught up in gang life, which has dangerous repercussions for their family and friends."
TV Show,Schulz Saves America,1,Alexx Media,Andrew Schulz,commedies,United States,2015-2020,6.250000000000001,"Based on photographer Michael O’Neill’s book of the same name, this documentary traces the author’s 10-year journey through the landscape of yoga."
TV Show,Scissor Seven,2,He Xiaofeng,He Xiaofeng,commedies,China,2015-2020,6.225,"Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hills, where she finds hope, love and new purpose."
Movie,Scooby-Doo on Zombie Island,77,"Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum",Scott Innes,kids,United States,1995-2000,7.8,"Two former triads are tapped to run in an election for leader of the underworld, but both want normal lives. Each must outwit the other to lose."
Movie,Scorpion King 5: Book of Souls,102,Don Michael Paul,Zach McGowan,fantasy,United States,2015-2020,4.6,English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star.
Movie,Scott Pilgrim vs. the World,112,Edgar Wright,Michael Cera,commedies,United States,2005-2010,7.5,"Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
Movie,Scream 2,121,Wes Craven,Neve Campbell,horror,United States,1995-2000,6.3,The career of rhythm guitarist and Chic founder Nile Rodgers is chronicled in this musical blend of documentary and original concert performance.
Movie,Scream 3,117,Wes Craven,David Arquette,horror,United States,1995-2000,5.8,"Between scenes from an intimate performance, the Oasis legend reflects on his road to stardom and offers insights on his creative process."
Movie,SDU: Sex Duties Unit,96,Gary Mak,Chapman To,sport,Hong Kong,2010-2015,6.0,"Exclusive interviews, live performances and studio recording sessions offer an intimate look at how OneRepublic became the successful band it is today."
Movie,Seal Team Six: The Raid on Osama Bin Laden,90,John Stockwell,Cam Gigandet,action,United States,2010-2015,5.7,"One of the most successful female groups in music history, TLC performs in concert while taking a look back at their tumultuous history."
Movie,Search Party,93,Scot Armstrong,T.J. Miller,commedies,United States,2010-2015,5.6,"Fighting to save his ancestors' mansion from demolition, Youssef unpacks a series of love stories that took place there with a journalist."
Movie,Searching for Bobby Fischer,110,Steven Zaillian,Max Pomeranc,dramas,United States,1990-1995,5.5,"As the nine continents face a crisis, a young disciple joins the Spirit Blade sect and comes under the tutelage of a temperamental sage."
Movie,Searching for Sugar Man,86,Malik Bendjelloul,Rodriguez,musical,Sweden,2010-2015,8.2,"Organized crime came to London in the 1930s, ushering in three decades ruled by two legendary gangsters whose legacy outlived their reign."
Movie,Season of the Witch,95,Dominic Sena,Nicolas Cage,fantasy,United States,2010-2015,7.0,"Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime."
Movie,Sebastián Marcelo Wainraich,49,"Raúl Campos, Jan Suter",Sebastián Marcelo Wainraich,standup,Argentina,2015-2020,6.2,"This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control."
Movie,Sebastian Maniscalco: Stay Hungry,65,Rik Reinholdtsen,Sebastian Maniscalco,standup,United States,2015-2020,7.1,"In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse."
Movie,Sebastian Maniscalco: What's Wrong with People?,76,Manny Rodriguez,Sebastian Maniscalco,standup,United States,2010-2015,8.1,"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them."
Movie,Sebastian Maniscalco: Why Would You Do That,63,Joe DeMaio,Sebastian Maniscalco,standup,United States,2015-2020,7.4,The lives of a Mumbai man and woman who are both dealing with issues intersect through a TV dance show that she wants to win but he wants to sabotage.
Movie,Secret in Their Eyes,111,Billy Ray,Chiwetel Ejiofor,thrillers,United States,2010-2015,6.3,"A former judge in retirement finds and punishes the culprits he could not convict in court, spurring a crime branch officer to investigate."
Movie,Secret Obsession,98,Peter Sullivan,Brenda Song,thrillers,United States,2015-2020,4.3,Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.
Movie,Secret Superstar,150,Advait Chandan,Zaira Wasim,musical,India,2015-2020,7.9,"In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver."
Movie,Secrets of Althorp - The Spencers,54,Kasia Uscinska,Samuel West,horror,United States,2010-2015,5.074999999999999,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.
Movie,Secrets of Chatsworth,54,Susannah Ward,Samuel West,horror,United States,2010-2015,5.075,"When her son's condition becomes severe, a woman reconnects with the biological father. But the reunion puts a strain on their respective relationships."
Movie,Secrets of Her Majesty's Secret Service,55,Kasia Uscinska,Samuel West,documentary,United Kingdom,2010-2015,5.3999999999999995,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community."
Movie,Secrets of Highclere Castle,54,Vicky Matthews,Samuel West,documentary,United States,2010-2015,6.199999999999999,"When his ex-wife lands a job abroad, athlete-turned-sportscaster Flex Washington assumes full-time custody of their teenage daughter, Breanna."
Movie,Secrets of Scotland Yard,55,Susannah Ward,Samuel West,documentary,United Kingdom,2010-2015,5.075,Monkey D. Luffy sails with his crew of Straw Hat Pirates through the Grand Line to find the treasure One Piece and become the new king of the pirates.
Movie,Secrets of Selfridges,55,Sam Taplin,Samuel West,documentary,United States,2010-2015,5.6499999999999995,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air – and anything is possible."
Movie,Secrets of the Tower of London,55,Vicky Matthews,Samuel West,documentary,United Kingdom,2010-2015,6.199999999999999,"Hosted by Will Smith, this series follows eight astronauts who share their unique perspectives on Earth, the fragile and beautiful planet we call home."
Movie,Secrets of Underground London,55,"Vicky Matthews, Gareth Sacala",Samuel West,documentary,United Kingdom,2010-2015,6.199999999999999,Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.
Movie,Secrets of Westminster,55,Louise Wardle,Samuel West,documentary,United States,2010-2015,6.275,"The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression."
Movie,Security,92,Alain Desrochers,Antonio Banderas,action,United States,2015-2020,5.9,"Two strangers cross paths on a train en route to Izmir, bonding over their turbulent — and unexpectedly intertwined — romantic pasts."
Movie,See You Yesterday,87,Stefon Bristol,Eden Duncan-Smith,thrillers,United States,2015-2020,5.1,"When a cop kills the brother of an expat American gangster who runs a Bangkok fight club, his crime-boss mother flies in to supervise revenge."
Movie,Seeing Allred,96,"Roberta Grossman, Sophie Sartain",Gloria Allred,documentary,United States,2015-2020,6.8,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways."
Movie,Sei,126,Raj Babu,Nakhul,dramas,India,2015-2020,4.1,"Given unprecedented access to soldiers and terrorists alike, journalist Michael Ware presents an epic, uncensored, intimate account of the Iraq War."
Movie,Selfless,117,Tarsem Singh,Ryan Reynolds,thrillers,United States,2010-2015,6.5,"To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses."
Movie,Semana Santa,87,Alejandra Márquez Abella,Tenoch Huerta,thrillers,Mexico,2010-2015,6.1,A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.
Movie,Sen Kimsin?,102,Ozan Açıktan,Tolga Çevik,thrillers,Turkey,2010-2015,5.1,"In a dangerous area of the Mekong River, a drug raid ending in 13 deaths arouses the suspicions of a narcotics officer who sets out to find the truth."
Movie,Senna,106,Asif Kapadia,Ayrton Senna,sport,United Kingdom,2005-2010,8.5,"A Russian mobster, a Cuban spy and a smooth operator from Miami scheme to sell a Soviet submarine to a Colombian drug cartel for $35 million."
Movie,Seoul Searching,109,Benson Lee,In-pyo Cha,dramas,South Korea,2010-2015,7.0,A special task force takes on a risky operation to evacuate civilians amid civil war. Based on the 2015 mission to rescue Chinese citizens in Yemen.
Movie,Septembers of Shiraz,110,Wayne Blair,Adrien Brody,thrillers,United States,2015-2020,6.4,"When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her."
Movie,"Septiembre, un llanto en silencio",69,Kenneth Müller,Saúl Lisazo,thrillers,Guatemala,2015-2020,5.8,"Leader of the Ten Kwangtung Tigers, Tieh Chiao-san works with his kung fu students to protect his village from crime. But when an opium dealer starts to ruin the town, Tieh Chiao-san struggles to fight back, thanks to his growing opium addiction."
Movie,Sergio,119,Greg Barker,Wagner Moura,thrillers,United States,2015-2020,7.1,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us."""
Movie,Serious Men,115,Sudhir Mishra,Nawazuddin Siddiqui,dramas,India,2015-2020,7.324999999999999,A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.
Movie,Seriously Single,108,"Katleho Ramaphakela, Rethabile Ramaphakela",Fulu Mugovhani,romantic,South Africa,2015-2020,4.9,"Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society."
Movie,Set It Up,106,Claire Scanlon,Zoey Deutch,romantic,United States,2015-2020,6.5,A suburban dad having a midlife crisis throws a lavish 40th birthday party to celebrate his punk-rock past but discovers it's not easy going back.
Movie,Set Off,96,Liu Jiang,Wenpei Ju,romantic,China,2005-2010,6.5,"A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked to the gang plots revenge against them and their hero."
Movie,Set Up,85,Mike Gunther,50 Cent,action,United States,2010-2015,4.4,"This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more."
Movie,Seth Meyers: Lobby Baby,61,Neal Brennan,Seth Meyers,standup,United States,2015-2020,7.5,"When the village's biryani cook unexpectedly passes, a widow steps up to the plate and takes on new delectable challenges."
Movie,Seth Rogen's Hilarity for Charity,70,Ryan Polito,Seth Rogen,standup,United States,2015-2020,5.0,"Plucky lizard Oscar spends his time trying to avoid the hazards of the desert, including marauding chickens and bumbling adversaries."
Movie,SETHUM AAYIRAM PON,103,Anand Ravichandran,Nivedhithaa Sathish,standup,India,2015-2020,7.2,"In near-future Paris, two brilliant siblings unveil a high-tech implant designed to pair up soul mates. But the beta test yields unwelcome surprises."
Movie,Settai,123,R. Kannan,Arya,musical,India,2010-2015,4.4,"After a bad breakup, a struggling New York comedy writer tries to don a brave face and care for his dying mother in Sacramento."
Movie,Seven in Heaven,94,Chris Eigeman,Travis Tope,horror,United States,2015-2020,5.3,"Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of."
Movie,Seven Pounds,123,Gabriele Muccino,Will Smith,romantic,United States,2005-2010,7.15,"Young orphan Kuttappayi goes to live with his grandfather in the country, but his new life takes a hard turn when his grandfather's health fails."
Movie,Seven Sundays,128,Cathy Garcia-Molina,Ronaldo Valdez,dramas,Philippines,2015-2020,7.9,"A young man invents a device he hopes will generate wireless energy, but instead, it proves to spark sinister, supernatural activity in his home."
Movie,Seventeen,100,Daniel Sánchez Arévalo,Biel Montoro,dramas,Spain,2015-2020,7.2,A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.
Movie,Seventh Son,102,Sergei Bodrov,Jeff Bridges,fantasy,United States,2010-2015,5.824999999999999,"A love-challenged man and a woman he meets at a bookshop bar begin dating, but only at the shop – and without knowing anything about each other."
Movie,Sex and the City 2,146,Michael Patrick King,Sarah Jessica Parker,dramas,United States,2005-2010,4.5,Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.
Movie,Sex and the City: The Movie,145,Michael Patrick King,Sarah Jessica Parker,dramas,United States,2005-2010,4.875,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.
Movie,Sex Doll,103,Sylvie Verheyde,Hafsia Herzi,romantic,United Kingdom,2015-2020,5.0,"In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon."
Movie,Sex Drive,109,Sean Anders,Josh Zuckerman,commedies,United States,2005-2010,4.9,"After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom."
Movie,"Sexo, Pudor y Lagrimas",111,Antonio Serrano,Demián Bichir,dramas,Mexico,1995-2000,7.275,"In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test."
Movie,Sextuplets,100,Michael Tiddes,Marlon Wayans,commedies,United States,2015-2020,4.4,"Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted."
Movie,SGT. Will Gardner,125,Max Martini,Max Martini,dramas,United States,2015-2020,6.8,"On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance."
Movie,Shéhérazade,111,Jean-Bernard Marlin,Dylan Robert,dramas,France,2015-2020,7.1,This epic tale adapted from Diana Gabaldon's popular series of fantasy-romance novels focuses on the drama of two time-crossed lovers.
Movie,Shabd,146,Leena Yadav,Sanjay Dutt,romantic,India,2000-2005,5.1,"In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule."
Movie,Shadow,116,Zhang Yimou,Deng Chao,dramas,China,2015-2020,7.0,"After a failed mission, an ex-Royal Marines Commando tries to overcome his demons while investigating the death of his ex-girlfriend's father."
